"tipo";"situacao";"data";"hora";"bairro";"endereco";"numero";"complemento";"natureza";"descricao";"auto";"moto";"ciclom";"ciclista";"pedestre";"onibus";"caminhao";"viatura";"outros";"vitimas"
"COM VÍTIMA";"FINALIZADA";2016-01-07;16:05:00;"AREIAS";"AV DR JOSE RUFINO";NA;"SEMÁFORO 557 / SENT CIDADE";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-01-07;18:08:00;"CORDEIRO";"RUA DR MIGUEL VIEIRA FERREIRA";"472";"NA RUA DO COLEGIO GERAÇÃO 2000";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"EM ATENDIMENTO";2016-01-07;18:49:00;"ENCRUZILHADA";"AV NORTE";"2651";"ENFR ED LAN CASTER  PROX AO EXTRA BOM  SEMAFORO 045";"COLISÃO";"ONIBUS PEDROSA X AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-08;06:03:00;"CAXANGÁ";"AV CAXANGA";"624";"PX A POWER CAR";"COLISÃO";"COLISAO ENTRE AUTO E DUAS MOTOS";"1";"2";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"CANCELADA";2016-01-08;06:28:00;"VASCO DA GAMA";"RUA VASCO DA GAMA";"360";"EM FRENTE  AO CLUBE TREZE DO VASCO";"COLISÃO";"COLISÃO SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-08;06:38:00;"IPSEP";"AV RECIFE";NA;"SENTIDO  AEROPORTO  SUBURBIO EM BAIXO DO SEMAFORO 130";"COLISÃO";"COLISÃO  COM 1 VITIMA";"1";NA;NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;08:46:00;"BOA VISTA";"RUA BARAO DE SAO BORJA";"49";"ART EXPRESS. DE ESQUINA COM O HOSPITAL GOUVEIA DE BARROS";"COLISÃO";"SEM VÍTIMAS.";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-08;08:54:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"1148";"PROX A EMPRESA AUTOMAX SENTIDO AEROPORTO";"COLISÃO";"COLISAO COM 2 VITIMAS ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;09:14:00;"BOA VISTA";"RUA DO RIACHUELO";NA;"NO CRUZAMENTO DA RUA DO HOSPICIO/RUA DO RIACHUELO.";"COLISÃO";"SEM VÍTIMAS.";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;09:26:00;"AFOGADOS";"RUA SAO MIGUEL";"1357";"E/F   AO  BODE  DO NO  SENTIDO  BARRO";"COLISÃO";"COLISÃO SEM VITIMAS";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;09:55:00;"MUSTARDINHA";"RUA JOSE MOREIRA REIS";NA;"E/F AO SESI DA MUSTARDINHA";"COLISÃO";"COLISAO CAMIAO E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;10:23:00;"AREIAS";"AV DR JOSE RUFINO";"1326";"E/F A FUNERÁRIA JOANA DARC, NO LADO DIREITO DA VIA. SENTIDO AFOGADOS";"COLISÃO";"SEM VÍTIMAS.";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;10:56:00;"IPSEP";"RUA JEAN EMILE FAVRE";"110";"EM FRENTE LIGUE PEÇAS";"COLISÃO";"COLISÃO SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;11:54:00;"PINA";"AV HERCULANO BANDEIRA";NA;"NA ENTRADA  DO SHOPPING  RIO MAR";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;14:18:00;"MADALENA";"RUA COMENDADOR BENTO AGUIAR";NA;"ESQUINA COM O BAR ESPETINHO BENFICA";"COLISÃO";"01 AUTO 01 MOTO, VT-11 NO LOCAL.";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;15:05:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"E/F DA TOYOTA S/T JABOATAO";"COLISÃO";"OLISAO DE AUTO E CAMINHAO S/V";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;15:51:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"4777";"EM FRENTE AO BRADESCO";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-01-08;16:10:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";NA;"E/F DO ITAU AO LAO DO HOLIDAY";"COLISÃO";"COLISAO DE MOTO AUTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;17:13:00;"IPSEP";"AV RECIFE";NA;"SENTIDO BR EM FRENTE A HONDA NA ENTRADA SDO IBURA";"COLISÃO";"AUTO E ÔNIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;18:10:00;"IPUTINGA";"RUA MINISTRO JOAO ALBERTO";"165";"POR TRAS DO ATACADÃO, NO RETORNO DO HOSPITAL SANTA TEREZINHA";"COLISÃO";"COLISÃO ENTRE UMA MOTO E UM CAMINHÃO C/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-08;18:29:00;"CAMPO GRANDE";"EST DE BELEM";"1217";"PROX. AO CRUZAMENTO DO COLEGIO JESUS CRUCIFICADO";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO C/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-08;18:56:00;"TAMARINEIRA";"RUA DR JOSE MARIA";"1038";"PROX. AO HOSPITAL DA TAMARINEIRA";"COLISÃO";"COLISÃO ENTRE ONIBUS DA TRANCOL  E AUTO PASSEIO, C/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-01-08;23:53:00;"ESTÂNCIA";"AV DR JOSE RUFINO";NA;"PROX. A FÁBRICA YOLANDA";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"COM VÍTIMA";"FINALIZADA";2016-01-09;10:24:00;"JARDIM SÃO PAULO";"AV SAO PAULO";"527";"E/F  AO SUPERMERCADO  RENDE MAIS";"COLISÃO";"COLISÃO COM 1 VITIMA  SOCORRIDO PELO SAMU";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-01-09;10:31:00;"AREIAS";"AV TAPAJOS";"239";"EM FRENTE AO HORTIFRUTI";"COLISÃO";"COLISÃO COM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-09;11:02:00;"ESPINHEIRO";"RUA BARAO DE ITAMARACA";"160";"EM FRENTE AO EDIFICIO MARIO SCHENBERG";"COLISÃO";"COLISÃO SEM VÍTIMA/  GM RENATO SALES E ARLETE VAI FAZER O B.O";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-01-09;11:09:00;"IBURA";"AV DOIS RIOS";"624";"EM FRENTE AO POSTO DE GASOLINA TOTAL,";"COLISÃO";"COLISÃO SEM VITIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-09;15:03:00;"CASA FORTE";"AV DEZESSETE DE AGOSTO";"1766";"EM FRENTE AO BAR REAL";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-01-09;19:13:00;"BOA VIAGEM";"RUA DOS NAVEGANTES";"447";"AO LADO DO HOTEL CANÁRIOS";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO C/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"EM ATENDIMENTO";2016-01-10;04:14:00;"AFOGADOS";"RUA CONS FURTADO";NA;"CRUZAMENTO COM A 21 DE ABRIL";"COLISÃO";"COLISÃO ENTRE UMA MOTO E UM AUTO SEM VÍTIMAS";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-10;12:32:00;"PARNAMIRIM";"RUA MIZAEL MONTENEGRO";NA;"AO LADO DO PÃO DE AÇÚCAR";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-10;15:17:00;"TAMARINEIRA";"RUA CONEGO BARATA";"596";"ANTES  DA FERREIRA COSTA";"COLISÃO";"AUTO E  MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-01-10;16:55:00;"CASA AMARELA";"COR DO BARTOLOMEU";"53";"E/F AO NÚMERO 53";"COLISÃO";"01 AUTO 01 MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-10;18:21:00;"ESPINHEIRO";"AV JOAO DE BARROS";"2615";"EM FRENTE A SUBSTAÇAO DA CELPE";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-10;21:33:00;"CAMPO GRANDE";"EST DE BELEM";"XX";"EM FRENTE COLEGIO JESUS CRUCIFICADO E O POSTO IPIRANGA";"COLISÃO";"CINQUENTINHA E AUTO";"1";NA;NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-01-10;21:35:00;"ARRUDA";"RUA DO MACHADO";"106";"POR TRAS DO CAMPO DO ARRUDA, PROX. A PANIFICAÇÃO CENTRAL";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO C/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;06:31:00;"DERBY";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"SENTIDO  BOA VIAGEM E/F A  PRAÇA  DO DERBY";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;09:04:00;"ALTO JOSÉ BONIFÁCIO";"RUA ALTO JOSE BONIFACIO";"574";"E/F A  ASSEMBLEIA DE DEUS";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;10:22:00;"ESPINHEIRO";"RUA DO ESPINHEIRO";NA;"CRUZ    COM  A  RUA SANTO ELIAS   E/F  AO BAR   VAGÃO";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;11:16:00;"CASA AMARELA";"COR DO BARTOLOMEU";"518";"EM FRENTE DO ATACAREJO E DA RODINHARODINHA";"COLISÃO";"COL.S/V,SET CD";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2015-01-11;11:41:00;"PINA";"AV ANTONIO DE GOES";NA;"EM FRENTE AO POSTO FEDERAL";"COLISÃO";"COLISÃO ENTRE AUTO E ONIBUS SEM VITIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-11;12:22:00;"MADALENA";"RUA BENFICA";"XX";"EM FRENTE AO RESTAURANTE ESTRELA DO MAR E POR TRAS DO SUPERMERCADO EXTRA";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"COM VÍTIMA";"FINALIZADA";2016-01-11;12:27:00;"CASA AMARELA";"RUA PADRE LEMOS";NA;"E/F AO MERCADO PUPLICO DE CASA AMARELA";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;13:54:00;"MADALENA";"AV VISCONDE DE ALBUQUERQUE";NA;"AO LADO DO BOMPREÇO NA AREA DE CARGA E DESCARGA";"COLISÃO";"COLISAO ENTRE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;14:41:00;"MADALENA";"RUA JOSE OSORIO";"624";"O CRUZAMENTO DA AV. CAXANGA COM A RUA JOSE OSORIO";"COLISÃO";"AUTO E CAMINHÃO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;15:57:00;"ILHA DO LEITE";"AV GOVERNADOR AGAMENON MAGALHAES";"4760";"EM FRENTE DO HOSPITAL PORTUGUES";"COLISÃO";"AUTO E CAMINHÃO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-11;16:56:00;"ENCRUZILHADA";"AV NORTE";"2215";"E/F AO BANCO DO BRASIL";"COLISÃO";"COLISAO ENTRE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"EM ATENDIMENTO";2016-01-11;17:31:00;"CAXANGÁ";"AV CAXANGA";"XX";"PROX. A INTEGRAÇÃO DA CAXANGÁ EM BAIXO DO SEMAFORO 232";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-01-11;17:53:00;"SAN MARTIN";"AV ENGENHEIRO ABDIAS DE CARVALHO";NA;"EM FRENTE A FUNASE SENTIDO CIDADE";"COLISÃO";"AUTO E ÔNIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"EM ATENDIMENTO";2016-01-11;18:19:00;"IPSEP";"RUA JEAN EMILE FAVRE";"116";"ENFR A PADARIA PAO NORTE SEMAFORO 527";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-12;06:58:00;"SÃO JOSÉ";"PRC SERGIO LORETO";NA;"E/F  AO  ESTACIONAMENTO  DO ANTIGO MERCADO DAS FLORES  EM BAIXO DO SEMAFORO 035";"COLISÃO";"COLISÃO  SEM  VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-12;08:00:00;"BOA VIAGEM";"RUA DOS NAVEGANTES";NA;"POR TRÁS DA CASA DO BRIGADEIRO";"COLISÃO";"COM UMA VÍTIMA. (GM'S JOSENILSON FARIAS E BRITO PONTO FIXO NO LOCAL)";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-12;08:11:00;"SANTO AMARO";"AV CRUZ CABUGA";NA;"SENTIDO  CIDADE  E/F  AO  HOSPITAL  DO CANCER";"COLISÃO";"COLISÃO  SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-12;08:16:00;"SANTO AMARO";"AV CRUZ CABUGA";NA;"PROX  AO RETORNO  DO  SHOPPING   TACARUNA";"COLISÃO";"COLISÃO   COM  1 VITIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"2"
"COM VÍTIMA";"FINALIZADA";2016-01-12;08:45:00;"CORDEIRO";"AV CAXANGA";NA;"SEMAFORO N080";"COLISÃO";"COL.C/V,SET.CD";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-12;10:03:00;"IBURA";"AV DOIS RIOS";"106";NA;"COLISÃO";"MOTO X AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-12;11:07:00;"BOA VIAGEM";"RUA PROFESSOR JULIO FERREIRA DE MELO";"46";"EM FRENTE DA CLINICA HIDORCENTRO DE TERAPIAS";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-12;12:56:00;"MADALENA";"AV VISCONDE DE ALBUQUERQUE";"401";"E/F GALERIA MADALENA CENTER";"COLISÃO";"COLISAO ENTRE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"5"
"SEM VÍTIMA";"FINALIZADA";2016-01-12;13:20:00;"ARRUDA";"AV PROFESSOR JOSE DOS ANJOS";"1775";"ESTACIONADOS NA VIA SUL VEÍCULOS";"COLISÃO";"MOTO E AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-12;17:34:00;"ROSARINHO";"RUA SAO SALVADOR";"105";"PROX DO CLUBE PORTUGUES";"COLISÃO";"COLISAO DE AUTO E MOTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-01-12;18:05:00;"BARRO";"AV DR JOSE RUFINO";"1507";"PROX. AO MINI SHOPPING DE AREIAS";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-12;18:54:00;"GRAÇAS";"AV CONS ROSA E SILVA";"1550";"PROX SHELL E BANCO ITAU SEMAFORO 214";"COLISÃO";"ONIBUS TRANSCOM E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-12;21:38:00;"SANTO ANTÔNIO";"AV GUARARAPES";NA;"CRUZAMENTO COM AV DANTAS BARRETO";"COLISÃO";"COLISÃO ENTRE AUTO E CINQUENTINHA";"1";NA;"1";NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;06:13:00;"JOANA BEZERRA";"AV CENTRAL";NA;"EM FRFENTE A AACD";"COLISÃO";"COLISÃO SEM VITIMAS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;07:20:00;"IBURA";"AV DOIS RIOS";NA;"PROXÍMO AO POSTO BR/ SENTIDO BR";"COLISÃO";"COLISÃO SEM VÍTIMA/ GM TORRES E THIAGO ALBUQUERQUE NO LOCAL";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;10:30:00;"CAMPO GRANDE";"RUA CATULO DA PAIXAO CEARENSE";"497";"EM FRENTE A RESIDENCIA AO LADO DO CANAL";"COLISÃO";"COLISÃO SEM VÍTIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;10:32:00;"ENCRUZILHADA";"AV NORTE";NA;"E/F AO EXTRA BOM, SENTIDO CIDADE.";"COLISÃO";"SEM VÍTIMAS.";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;10:37:00;"PARNAMIRIM";"AV DEZESSETE DE AGOSTO";NA;"EM FRENTE A DROGASIL,SEMAFORO 358";"COLISÃO";"COLISÃO SEM VITIMA";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;11:02:00;"DERBY";"AV GOVERNADOR AGAMENON MAGALHAES";NA;"EM FRENTE AO 4575";"COLISÃO";"COLISÃO SEM VITIMA";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-13;11:36:00;"CAMPO GRANDE";"RUA PROFESSOR FRANCISCO DA TRINDADE";NA;"CRUZ COM A RUA CALUTO DA PAIXÃO";"COLISÃO";"COLISÃO COM VITIMA";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;15:50:00;"PINA";"RUA MANOEL DE BRITO";NA;"EM FRENTE AO MOTEL CORPUS";"COLISÃO";"CAMINHÃO E  AUTO";"1";NA;NA;NA;NA;NA;"1";NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;15:55:00;"SANTO AMARO";"AV NORTE";"654";"PX AO SENAI";"COLISÃO";"COLISAO ENTRE FIORIO E CAMINHAO BAU";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-01-13;16:19:00;"PINA";"RUA MANOEL DE BRITO";NA;"E/F AO MOTEL CORPUS";"COLISÃO";"COLISAO ENTRE AUTOS";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;16:35:00;"AFOGADOS";"EST DOS REMEDIOS";"1143";"E/F AO MERCADINHO PROGRESSO";"COLISÃO";"COLISAO ENTRE ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"EM ATENDIMENTO";2016-01-13;17:39:00;"BEBERIBE";"AV BEBERIBE";NA;"E/F A DISNOVE E  AFERREIRA PINTO";"COLISÃO";"01 AUTO 01 MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"EM ATENDIMENTO";2016-01-13;20:42:00;"DOIS IRMÃOS";"RUA DOIS IRMAOS";NA;"SEMAFORO 416 PROX A CASA DE EDUARDO CAMPOS";"COLISÃO";"ONIBUS E AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-01-13;20:46:00;"AFOGADOS";"RUA SAO MIGUEL";NA;"EM FRENTE A IPESO";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-13;20:48:00;"SANTO AMARO";"RUA MAJOR CODECEIRA";"194";"EM FRENTE AO LABORATORIO MUNICIPAL DE SAUDE PULBLICA";"COLISÃO";"COLISÃO ENTRE AUTO E MOTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-01-13;22:01:00;"ILHA JOANA BEZERRA";"AV DES GUERRA BARRETO";NA;"PROX AO PREDIO AACD AV PRINCIPAL DO FORUM";"COLISÃO";"AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-14;08:09:00;"CORDEIRO";"RUA GREGORIO JUNIOR";"178";"E/F A RESIDENCIA E O RESIDENCIAL BRASILÂNDIA. NO LADO DIREITO DA VIA, SENTIDO CAXANGÁ";"COLISÃO";"SEM VÍTIMAS";"1";NA;NA;NA;NA;NA;NA;NA;"1";"0"
"COM VÍTIMA";"FINALIZADA";2016-01-14;08:13:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";NA;"NA DESCIDA  DO VIADUTO TANCREDO  NEVES  SENTIDO  BR 101";"COLISÃO";"COLISÃO  COM 1 VITIMA  SOCORRIDA PELO SAMU";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-14;11:20:00;"BOA VISTA";"RUA DO SOL";NA;"POR TRAS DO TEATRO SANTA ISABEL";"COLISÃO";"COL.S/V  A CONDUTORA DO AUTO PASSEIO ESTA GESTANTE";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-14;13:56:00;"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"2967";"E/F A FERREIRA COSTA, SENTIDO AFOGADOS";"COLISÃO";"01 MOTO 01 AUTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"FINALIZADA";2016-01-14;14:45:00;"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"4140";"CRUZ COM A ERNESTO DE PAULA SANTOS, E/F AO RESTAURANTE DON FERREIRA";"COLISÃO";"01 AUTO 01 ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"CANCELADA";2016-01-14;15:03:00;"MONTEIRO";"AV DR EURICO CHAVES";"143";"PROX DA ANTONIO DA GRANJA E DA PAN RENATA";"COLISÃO";"COLISAO DE AUTO E MOTO S/V";"1";"1";NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-14;15:07:00;"IPUTINGA";"RUA PEREIRA COUTINHO FILHO";NA;"TRANSVERSAL A AV MAURICIO DE NASSAU, APÓS A LOMBADA ELETRONICA, SENTIDO SUBÚRBIO.";"COLISÃO";"01 ONIBUS 01 AUTO";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"EM ATENDIMENTO";2016-01-14;15:34:00;"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"3812";"ESQUINA RUA BRUNO VELOSO, PARADA 14";"COLISÃO";"01 AUTO 01 ONIBUS";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-14;16:01:00;"SANTO AMARO";"AV CRUZ CABUGA";NA;"E/F AO POSTO TOTAL AO LADO DO MERCADO PUPLICO DE SANTO AMARO";"COLISÃO";"COLISAO ENTRE AUTO E BRT";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
"COM VÍTIMA";"FINALIZADA";2016-01-14;17:32:00;"SANTO AMARO";"RUA CAPITAO LIMA";NA;"PX A TV JORNAL";"COLISÃO";"COLISAO ENTRE AUTO E MOTO";"1";"1";NA;NA;NA;NA;NA;NA;NA;"1"
"SEM VÍTIMA";"CANCELADA";2016-01-14;18:08:00;"CASA AMARELA";"AV NORTE";NA;"EM FRENTE O SESC";"COLISÃO";"ÔNIBUS E AUTO";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0"
"SEM VÍTIMA";"FINALIZADA";2016-01-14;19:23:00;"ESPINHEIRO";"RUA BARAO DE ITAMARACA";NA;"CRUZAMENTO COM RUA DO ESPINHEIRO";"COLISÃO";"COLISÃO ENTRE AUTO E ONIBUS DA CAXANGA, S/V";"1";NA;NA;NA;NA;"1";NA;NA;NA;"0"
